address,person,wiki,year,person_year,PAON,Street,Postcode
"EMERY WALKER HOUSE, 7 HAMMERSMITH TERRACE, CHISWICK W6 9TS",Sir Emery Walker,https://en.wikipedia.org/wiki/Emery_Walker,01/01/1959,Sir Emery Walker_1959,"EMERY WALKER HOUSE, 7", HAMMERSMITH TERRACE,W6 9TS
"FAIRLAWN, 89 WIMBLEDON PARKSIDE, WIMBLEDON SW19 5LR",Sir Edwin Saunders,https://en.wikipedia.org/wiki/Edwin_Saunders,01/01/1997,Sir Edwin Saunders_1997,"FAIRLAWN, 89",,SW19 5LR
"FOUNTAIN HOUSE, 17 SYDENHAM HILL, SYDENHAM SE26 6SH",Sir Francis Pettit Smith,https://en.wikipedia.org/wiki/Francis_Pettit_Smith,01/01/2007,Sir Francis Pettit Smith_2007,"FOUNTAIN HOUSE, 17",,SE26 6SH
"HAVELOCK BUILDING, 130 BOLD STREET, LIVERPOOL L1 4JA (BIRTHPLACE)",Sebastian de Ferranti ,https://en.wikipedia.org/wiki/Sebastian_de_Ferranti,01/01/2016,Sebastian de Ferranti _2016,"HAVELOCK BUILDING, 130",,L1 4JA
"HODFORD LODGE, 2 HODFORD ROAD, GOLDERS GREEN NW11 8NP,",Harold Abrahams,https://en.wikipedia.org/wiki/Harold_Abrahams,01/01/2007,Harold Abrahams_2007,"HODFORD LODGE, 2", HODFORD ROAD,NW11 8NP
"HOGARTH HOUSE, 34 PARADISE ROAD, RICHMOND TW9 1SE",Leonard Woolf and Virginia Woolf,https://en.wikipedia.org/wiki/Leonard_Woolf,01/01/1976,Leonard Woolf and Virginia Woolf_1976,"HOGARTH HOUSE, 34", PARADISE ROAD,TW9 1SE
"HOLLY LODGE, 31 WIMBLEDON PARK ROAD, WIMBLEDON SW18 5SJ",George Eliot,https://en.wikipedia.org/wiki/George_Eliot,01/01/1905,George Eliot_1905,"HOLLY LODGE, 31", WIMBLEDON PARK ROAD,SW18 5SJ
"LANSDOWNE CLUB, 9 FITZMAURICE PLACE, MAYFAIR W1J 5JD","William Petty, 2nd Earl of Shelburne and 1st Marquess of Lansdowne","https://en.wikipedia.org/wiki/William_Petty,_2nd_Earl_of_Shelburne",01/01/2003,"William Petty, 2nd Earl of Shelburne and 1st Marquess of Lansdowne_2003","LANSDOWNE CLUB, 9", FITZMAURICE PLACE,W1J 5JD
"LANSDOWNE CLUB, 9 FITZMAURICE PLACE, MAYFAIR W1J 5JD",Harry Gordon Selfridge,https://en.wikipedia.org/wiki/Harry_Gordon_Selfridge,01/01/2003,Harry Gordon Selfridge_2003,"LANSDOWNE CLUB, 9", FITZMAURICE PLACE,W1J 5JD
"LANSDOWNE HOUSE, 80 LANSDOWNE ROAD, NOTTING HILL W11 2LS",Lansdowne House,https://en.wikipedia.org/wiki/Lansdowne_House,01/01/1979,Lansdowne House_1979,"LANSDOWNE HOUSE, 80", LANSDOWNE ROAD,W11 2LS
"LEIGHTON HOUSE, 12 HOLLAND PARK ROAD, HOLLAND PARK W14 8LZ","Frederic Leighton, 1st Baron Leighton","https://en.wikipedia.org/wiki/Frederic_Leighton,_1st_Baron_Leighton",01/01/1958,"Frederic Leighton, 1st Baron Leighton_1958","LEIGHTON HOUSE, 12", HOLLAND PARK ROAD,W14 8LZ
"LORING HALL, 8 WATER LANE, NORTH CRAY, SIDCUP DA14 5ES","Robert Stewart, Viscount Castlereagh","https://en.wikipedia.org/wiki/Robert_Stewart,_Viscount_Castlereagh",01/01/1989,"Robert Stewart, Viscount Castlereagh_1989","LORING HALL, 8", WATER LANE,DA14 5ES
"LOWNDES COTTAGE, 8 LOWNDES PLACE, BELGRAVIA SW1X 8DD",Sir William Walton,https://en.wikipedia.org/wiki/William_Walton,01/01/2009,Sir William Walton_2009,"LOWNDES COTTAGE, 8", LOWNDES PLACE,SW1X 8DD
"NEW GROVE HOUSE, 28 HAMPSTEAD GROVE, HAMPSTEAD NW3 6SP",George du Maurier,https://en.wikipedia.org/wiki/George_du_Maurier,01/01/1900,George du Maurier_1900,"NEW GROVE HOUSE, 28",,NW3 6SP
"RED HOUSE, RED HOUSE LANE, BEXLEYHEATH DA6 8JF",William MorrisPhilip Webb,https://en.wikipedia.org/wiki/William_Morris,01/01/1969,William MorrisPhilip Webb_1969,RED HOUSE, RED HOUSE LANE,DA6 8JF
"ROYAL FOUNDATION OF ST KATHERINE, 2 BUTCHER ROW, LIMEHOUSE E14 8DS",The Reverend St. John Groser,https://en.wikipedia.org/wiki/John_Groser,01/01/1990,The Reverend St. John Groser_1990,"ROYAL FOUNDATION OF ST KATHERINE, 2",,E14 8DS
"SANDYCOMBE LODGE, 40 SANDYCOMBE ROAD, TWICKENHAM TW1 2LR",J.M.W. Turner R.A.,https://en.wikipedia.org/wiki/J._M._W._Turner,01/01/1977,J.M.W. Turner R.A._1977,"SANDYCOMBE LODGE, 40", SANDYCOMBE ROAD,TW1 2LR
"SCHOMBERG HOUSE, 82 PALL MALL, ST JAMES'S SW1Y 5ES",Thomas Gainsborough,https://en.wikipedia.org/wiki/Thomas_Gainsborough,01/01/1951,Thomas Gainsborough_1951,"SCHOMBERG HOUSE, 82",,SW1Y 5ES
"ST PHILIP'S VICARAGE, NEWARK STREET, WHITECHAPEL E1 2AA",John Richard Green,https://en.wikipedia.org/wiki/John_Richard_Green,01/01/1910,John Richard Green_1910,ST PHILIP'S VICARAGE,NEWARK STREET,E1 2AA
"STANLEY HALLS, 12 SOUTH NORWOOD HILL, SOUTH NORWOOD SE25 6AB",W. F. R. Stanley,https://en.wikipedia.org/wiki/William_Stanley_(inventor),01/01/1993,W. F. R. Stanley_1993,"STANLEY HALLS, 12",,SE25 6AB
"STRATFORD MANSIONS, 34 SOUTH MOLTON STREET, MAYFAIR W1Y 1HA",Ernest Bevin,https://en.wikipedia.org/wiki/Ernest_Bevin,01/01/2001,Ernest Bevin_2001,"STRATFORD MANSIONS, 34",,W1Y 1HA
"TEMPLE LODGE, 51 QUEEN CAROLINE STREET, HAMMERSMITH W6 9QL",Sir Frank Brangwyn,https://en.wikipedia.org/wiki/Frank_Brangwyn,01/01/1989,Sir Frank Brangwyn_1989,"TEMPLE LODGE, 51",,W6 9QL
"THE PINES, 11 PUTNEY HILL, PUTNEY SW15 6BA",Algernon Charles Swinburne and Theodore Watts-Dunton,https://en.wikipedia.org/wiki/Algernon_Charles_Swinburne,01/01/1926,Algernon Charles Swinburne and Theodore Watts-Dunton_1926,"THE PINES, 11",,SW15 6BA
"WHITE LODGE, 68 SILVER STREET, ENFIELD EN1 3EW",Joseph Whitaker,https://en.wikipedia.org/wiki/Joseph_Whitaker_(publisher),01/01/1998,Joseph Whitaker_1998,"WHITE LODGE, 68",,EN1 3EW
"WHITECHAPEL LIBRARY, 77 HIGH STREET, WHITECHAPEL E1 7QX",Isaac Rosenberg,https://en.wikipedia.org/wiki/Isaac_Rosenberg,01/01/1987,Isaac Rosenberg_1987,"WHITECHAPEL LIBRARY, 77",,E1 7QX
"WILTON COURT, 59 ECCLESTON SQUARE, BELGRAVIA SW1V 1PH",Sir Michael Costa,https://en.wikipedia.org/wiki/Michael_Costa_(conductor),01/01/2007,Sir Michael Costa_2007,"WILTON COURT, 59",WILTON COURT,SW1V 1PH
"WOODLAND HOUSE, 31 MELBURY ROAD, HOLLAND PARK W14 8AB",Sir Luke Fildes,https://en.wikipedia.org/wiki/Luke_Fildes,01/01/1959,Sir Luke Fildes_1959,"WOODLAND HOUSE, 31", MELBURY ROAD,W14 8AB
"DUNEAVES, MOUNT PARK ROAD, HARROW HA1 3JS",R. M. Ballantyne,https://en.wikipedia.org/wiki/R._M._Ballantyne,01/01/1979,R. M. Ballantyne_1979,DUNEAVES, MOUNT PARK ROAD,HA1 3JS
"GRIM'S DYKE, OLD REDDING, HARROW WEALD HA3 6SH",Sir W.S. Gilbert and Frederick Goodall and Richard Norman Shaw,https://en.wikipedia.org/wiki/W._S._Gilbert,01/01/1976,Sir W.S. Gilbert and Frederick Goodall and Richard Norman Shaw_1976,GRIM'S DYKE,,HA3 6SH
"COOMBE HOUSE, DEVEY CLOSE, (OFF BEVERLEY LANE), COOMBE KT2 7DT",Dame Nelly Melba,https://en.wikipedia.org/wiki/Nelly_Melba,01/01/2000,Dame Nelly Melba_2000,COOMBE HOUSE,OFF BEVERLEY LANE,KT2 7DT
"CANBURY SCHOOL, KINGSTON HILL, KINGSTON UPON THAMES KT2 7LN",Sir Malcolm Campbell and Donald Campbell,https://en.wikipedia.org/wiki/Malcolm_Campbell,01/01/2010,Sir Malcolm Campbell and Donald Campbell_2010,CANBURY SCHOOL,,KT2 7LN
"THE OLD COURT HOUSE, HAMPTON COURT GREEN, EAST MOLESEY KT8 9BS, 51°24′19″N 0°20′32″W﻿ / ﻿51.4052492°N 0.3421341°W﻿ / 51.4052492; -0.3421341",Sir Christopher Wren,https://en.wikipedia.org/wiki/Christopher_Wren,01/01/1996,Sir Christopher Wren_1996,THE OLD COURT HOUSE,THE OLD COURT,KT8 9BS
"10–11 ISLINGTON GREEN, ISLINGTON N1 2XH",Collins' Music Hall,https://en.wikipedia.org/w/index.php?title=Collins%27_Music_Hall&action=edit&redlink=1,01/01/1986,Collins' Music Hall_1986,10-11,ISLINGTON GREEN,N1 2XH
"PLATFORM 8, KING'S CROSS STATION, KING'S CROSS N1 9AG",Sir Nigel Gresley,https://en.wikipedia.org/wiki/Nigel_Gresley,01/01/1997,Sir Nigel Gresley_1997,PLATFORM 8,,N1 9AG
"LAMB'S COTTAGE, CHURCH STREET, EDMONTON N9 9DY",Charles LambMary Lamb,https://en.wikipedia.org/wiki/Charles_Lamb,01/01/1999,Charles LambMary Lamb_1999,LAMB’S COTTAGE,,N9 9DY
"1–7 CLARENCE TERRACE, REGENT'S PARK NW1 4RD",Elizabeth Bowen,https://en.wikipedia.org/wiki/Elizabeth_Bowen,01/01/2012,Elizabeth Bowen_2012,1-7, CLARENCE TERRACE,NW1 4RD
"HANOVER LODGE, OUTER CIRCLE, REGENT'S PARK NW1 4RJ","Thomas Cochrane, Earl of Dundonald and David Beatty, Earl Beatty O. M. and ","https://en.wikipedia.org/wiki/Thomas_Cochrane,_10th_Earl_of_Dundonald",01/01/1974,"Thomas Cochrane, Earl of Dundonald and David Beatty, Earl Beatty O. M. and _1974",HANOVER LODGE,,NW1 4RJ
"DORSET HOUSE, GLOUCESTER PLACE, MARYLEBONE NW1 5AG",Michael Powell & Emeric Pressburger & ,https://en.wikipedia.org/wiki/Michael_Powell,01/01/2014,Michael Powell & Emeric Pressburger & _2014,DORSET HOUSE, GLOUCESTER PLACE,NW1 5AG
"FARLEY COURT, ALLSOP PLACE, MARYLEBONE NW1 5LG",Kenneth Williams,https://en.wikipedia.org/wiki/Kenneth_Williams,01/01/2014,Kenneth Williams_2014,FARLEY COURT,FARLEY COURT,NW1 5LG
"CHILTERN COURT, BAKER STREET, MARYLEBONE NW1 5SG",Eric Coates,https://en.wikipedia.org/wiki/Eric_Coates,01/01/2013,Eric Coates_2013,CHILTERN COURT,CHILTERN COURT,NW1 5SG
"GATES HOUSE, WYLDES CLOSE, HAMPSTEAD NW11 7JB,",Thomas Smith Tait,https://en.wikipedia.org/wiki/Thomas_S._Tait,01/01/2006,Thomas Smith Tait_2006,GATES HOUSE,,NW11 7JB
"VERNON COURT, HENDON WAY, CRICKLEWOOD NW2 2PE,",Amy Johnson,https://en.wikipedia.org/wiki/Amy_Johnson,01/01/1987,Amy Johnson_1987,VERNON COURT,VERNON COURT,NW2 2PE
"'HOLLYCOT', VALE OF HEALTH, HAMPSTEAD NW3 1BB",Barbara Hammond and J. L. Hammond,https://en.wikipedia.org/wiki/Barbara_Hammond,01/01/1972,Barbara Hammond and J. L. Hammond_1972,HOLLYCOT,,NW3 1BB
"GREENHILL, HAMPSTEAD HIGH STREET, HAMPSTEAD NW3 5TY",Edith Sitwell,https://en.wikipedia.org/wiki/Edith_Sitwell,01/01/1998,Edith Sitwell_1998,GREENHILL,,NW3 5TY
"VANE HOUSE, ROSSLYN HILL, HAMPSTEAD NW3 5UN",Sir Harry Vane,https://en.wikipedia.org/wiki/Henry_Vane_the_Younger,01/01/1897,Sir Harry Vane_1897,VANE HOUSE,,NW3 5UN
"MOUNT VERNON HOUSE, MOUNT VERNON, HAMPSTEAD NW3 6QR",Sir Henry Dale,https://en.wikipedia.org/wiki/Henry_Hallett_Dale,01/01/1981,Sir Henry Dale_1981,MOUNT VERNON HOUSE,,NW3 6QR
"ADMIRAL'S HOUSE, ADMIRAL'S WALK, HAMPSTEAD NW3 6RS",Sir George Gilbert Scott,https://en.wikipedia.org/wiki/George_Gilbert_Scott,01/01/1910,Sir George Gilbert Scott_1910,ADMIRAL’S HOUSE,S WALK,NW3 6RS
"GROVE LODGE, ADMIRAL'S WALK, HAMPSTEAD NW3 6RS",John Galsworthy,https://en.wikipedia.org/wiki/John_Galsworthy,01/01/1950,John Galsworthy_1950,GROVE LODGE,S WALK,NW3 6RS
"ROMNEY'S HOUSE, 5 HOLLY BUSH HILL, HAMPSTEAD NW3 6SH",George Romney,https://en.wikipedia.org/wiki/George_Romney_(painter),01/01/1908,George Romney_1908,ROMNEY’S HOUSE,,NW3 6SH
"INVERFORTH HOUSE, NORTH END WAY, HAMPSTEAD NW3 7EU","[Sir Ronald Aylmer Fisher, William Lever, 1st Viscount Leverhulme]","[https://en.wikipedia.org/wiki/Ronald_Aylmer_Fisher, https://en.wikipedia.org/wiki/William_Lever,_1st_Viscount_Leverhulme]",01/01/2002,Sir Ronald Aylmer Fisher_2002,INVERFORTH HOUSE,,NW3 7EU
"OLD WYLDES', NORTH END, HAMPSTEAD NW3 7HS,",William Blake and John Linnell ,https://en.wikipedia.org/wiki/William_Blake,01/01/1975,William Blake and John Linnell _1975,OLD WYLDES,,NW3 7HS
"THE CHESTNUTS, BRANCH HILL, HAMPSTEAD NW3 7NA",Paul Robeson,https://en.wikipedia.org/wiki/Paul_Robeson,01/01/2002,Paul Robeson_2002,THE CHESTNUTS,,NW3 7NA
"CLIFTON HILL STUDIOS, 95A CLIFTON HILL, ST JOHN'S WOOD NW8 0JP",Sir William Reid Dick,https://en.wikipedia.org/wiki/William_Reid_Dick,01/01/2001,Sir William Reid Dick_2001,95A,,NW8 0JP
"EYRE COURT, FINCHLEY ROAD, ST JOHN'S WOOD NW8 9TX",Oskar Kokoschka,https://en.wikipedia.org/wiki/Oskar_Kokoschka,01/01/1986,Oskar Kokoschka_1986,EYRE COURT,EYRE COURT,NW8 9TX
"14/15 CONDUIT STREET, MAYFAIR W1S 2XJ",Charles Rolls,https://en.wikipedia.org/wiki/Charles_Rolls,01/01/2010,Charles Rolls_2010,14-15,,W1S 2XJ
"19–20 BOW STREET, COVENT GARDEN WC2E 7AW",Bow Street,https://en.wikipedia.org/wiki/Bow_Street,01/01/1929,Bow Street_1929,19-20,,WC2E 7AW
"21–23 CHISWELL STREET, MOORGATE EC1Y 4SD",William Caslon,https://en.wikipedia.org/wiki/William_Caslon,01/01/1958,William Caslon_1958,21-23,,EC1Y 4SD
"23–24 GOLDEN SQUARE, SOHO W1F 9JP","Sebastião José de Carvalho e Melo, 1st Marquis of Pombal","https://en.wikipedia.org/wiki/Sebasti%C3%A3o_Jos%C3%A9_de_Carvalho_e_Melo,_1st_Marquis_of_Pombal",01/01/1980,"Sebastião José de Carvalho e Melo, 1st Marquis of Pombal_1980",23-24, GOLDEN SQUARE,W1F 9JP
"41–43 WARDOUR STREET, SOHO W1D 6PY",Willy Clarkson,https://en.wikipedia.org/wiki/Willy_Clarkson,01/01/1966,Willy Clarkson_1966,41-43,,W1D 6PY
"59–60 LINCOLN'S INN FIELDS, HOLBORN WC2A 3LJ",Spencer Perceval,https://en.wikipedia.org/wiki/Spencer_Perceval,01/01/1914,Spencer Perceval_1914,59-60,,WC2A 3LJ
"7–8 RAM PLACE, HACKNEY E9 6LT",Joseph Priestley,https://en.wikipedia.org/wiki/Joseph_Priestley,01/01/1985,Joseph Priestley_1985,7-8, RAM PLACE,E9 6LT
"86–88 CURTAIN ROAD, SHOREDITCH EC2A 3AA",Curtain Theatre,https://en.wikipedia.org/wiki/Curtain_Theatre,01/01/1920,Curtain Theatre_1920,86-88, CURTAIN ROAD,EC2A 3AA
"91–104 CHELSEA GARDENS, CHELSEA BRIDGE ROAD, CHELSEA SW1W 8RQ",Jerome K. Jerome,https://en.wikipedia.org/wiki/Jerome_K._Jerome,01/01/1989,Jerome K. Jerome_1989,91-104, CHELSEA BRIDGE ROAD,SW1W 8RQ
"ALEXANDRA PALACE, WOOD GREEN N22 7AY",BBC Television,https://en.wikipedia.org/wiki/BBC_Television,01/01/1977,BBC Television_1977,ALEXANDRA PALACE,,N22 7AY
"AMBER MILL,, OAKERTHORPE, DERBYSHIRE",Sir Joseph Whitworth,https://en.wikipedia.org/wiki/Joseph_Whitworth,01/01/2012,Sir Joseph Whitworth_2012,AMBER MILL,,
"ARCH 75, QUEEN'S CIRCUS, BATTERSEA PARK SW8 4ND",Short BrothersEustace Short Horace Short Oswald Short ,https://en.wikipedia.org/wiki/Short_Brothers,01/01/2013,Short BrothersEustace Short Horace Short Oswald Short _2013,ARCH 75,,SW8 4ND
"BEDEGAR'S LEA, KENWOOD CLOSE, HAMPSTEAD GARDEN SUBURB NW3 7JL,",Sir Ralph Richardson,https://en.wikipedia.org/wiki/Ralph_Richardson,01/01/2009,Sir Ralph Richardson_2009,BEDEGAR'S LEA,,NW3 7JL
"FLAT 1 ORNAN COURT, ORNAN ROAD, BELSIZE PARK NW3 4PT",David Devant,https://en.wikipedia.org/wiki/David_Devant,01/01/2003,David Devant_2003,, ORNAN COURT,NW3 4PT
"RANGER'S HOUSE, CHESTERFIELD WALK, BLACKHEATH SE10 8QX","Philip Stanhope, 4th Earl of Chesterfield","https://en.wikipedia.org/wiki/Philip_Stanhope,_4th_Earl_of_Chesterfield",01/01/1937,"Philip Stanhope, 4th Earl of Chesterfield_1937",RANGER'S HOUSE, CHESTERFIELD WALK,SE10 8QX
"RANGER'S HOUSE, CHESTERFIELD WALK, BLACKHEATH SE10 8QX","Garnet Wolseley, 1st Viscount Wolseley","https://en.wikipedia.org/wiki/Garnet_Wolseley,_1st_Viscount_Wolseley",01/01/1937,"Garnet Wolseley, 1st Viscount Wolseley_1937",RANGER'S HOUSE, CHESTERFIELD WALK,SE10 8QX
"WELBECK MANSIONS, 35 WELBECK STREET, MARYLEBONE W1",Victor 'Vicky' Weisz,https://en.wikipedia.org/wiki/Victor_Weisz,01/01/1996,Victor 'Vicky' Weisz_1996,35,,
"WEYMOUTH HOUSE, 84–94 HALLAM STREET, FITZROVIA W1W 5HF",Edward R. Murrow,https://en.wikipedia.org/wiki/Edward_R._Murrow,01/01/2006,Edward R. Murrow_2006,84-94,,W1W 5HF
"OVAL HOUSE, 52–54 KENNINGTON, KENNINGTON OVAL SE11 5SW","Bernard Montgomery, 1st Viscount Montgomery of Alamein","https://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein",01/01/1987,"Bernard Montgomery, 1st Viscount Montgomery of Alamein_1987",52-54,,SE11 5SW
"21/22 GROSVENOR STREET, MAYFAIR W1K 4QJ",Sir Alexander Korda,https://en.wikipedia.org/wiki/Alexander_Korda,01/01/2002,Sir Alexander Korda_2002,21-22,,W1K 4QJ
"HINDE HOUSE, 11–14 HINDE STREET, MARYLEBONE W1U 3BG",Rose Macaulay,https://en.wikipedia.org/wiki/Rose_Macaulay,01/01/1996,Rose Macaulay_1996,11-14,,W1U 3BG
"QUEEN COURT, 24–28 QUEEN SQUARE, GUILFORD STREET, HOLBORN WC1N 3BB",Wing Commander F. F. E. Yeo-Thomas G. C.,https://en.wikipedia.org/wiki/F._F._E._Yeo-Thomas,01/01/2010,Wing Commander F. F. E. Yeo-Thomas G. C._2010,24-28,QUEEN COURT,WC1N 3BB
